track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
7ppPZa3TRUSGKaks9wH7VT,Don't Look Back In Anger,2DaxqgrOhkeH0fpeiQq2f4,Oasis,2u30gztZTylY4RG7IvfXs8,287826,1995-10-02,68,0.349,0.917,0,-3.645,1,0.071,0.026,7.25e-06,0.0968,0.206,164.036,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
3vaONhSGEscyYeYoGpMLW4,Plowed,2JXDwIo5HsiwTcTPQytrZ8,Sponge,1V76gZ6Ln4ubw7aiok7Qoa,197000,1994-08-02,56,0.412,0.88,1,-9.001,1,0.045,0.00252,4.39e-05,0.09,0.234,105.241,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
5lqvKus0CohDfnFKrpR2DY,Nearly Lost You,3Ukr3Ufjg8ygRJv7Ww887f,Screaming Trees,21Y9TFBmsA3XBS9b3yTzgi,247173,2017-05-19,37,0.167,0.972,7,-4.972,1,0.11,3.64e-05,0.00459,0.255,0.465,200.696,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
1612JQ4JxS8bm5ky53N3bH,Superman's Dead,1lqW59DUEKqvcHc8mVWBtH,Our Lady Peace,4qR92pgYZPRNV6GA9gC7OC,255400,1997-04-15,55,0.247,0.869,1,-8.382,1,0.0542,0.0104,8.59e-06,0.0954,0.601,175.26,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
3OOFEF20WqtsUPcRbPY3L7,Short Skirt / Long Jacket,6A43Djmhbe9100UwnI7epV,CAKE,5OCg9OWnL1PY4tW2ON8ssj,204133,2001-07-23,67,0.778,0.899,2,-6.552,1,0.0451,0.0028,0.0345,0.0263,0.881,119.995,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
3mNecsYFb6LQg7822DPXCP,Absolutely (Story of a Girl) - Radio Mix,306JHpIRGVaQd6OltnOzUO,Nine Days,4BcmNEt6VK0KBVsVY8yClD,189333,2000-05-16,68,0.481,0.94,7,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
5s7tg13b0zcD8xvuQYrMNG,No Excuses,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,0PfrlodUEUaAvfUgGPAR5C,255573,1994,0,0.527,0.838,3,-6.013,1,0.0323,0.0206,0.000662,0.07,0.721,117.454,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
6DfvtrAhkXb6ruEaTGdA8r,Walk On The Ocean,4j7EVY3kuDwLPfD2jfC7LC,Toad The Wet Sprocket,4MCGhE7t3MzFXlyq9pQYVM,179040,1999,44,0.387,0.552,6,-7.086,1,0.0297,0.288,3.72e-06,0.303,0.336,183.171,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
3oVSsJXNADnYAnZWiEWFJH,What I Got,0EdvGhlC1FkGItLOWQzG4J,Sublime,5dwkpREUiLdmPLy4POzFSa,171066,1996-07-30,0,0.795,0.706,7,-7.494,1,0.101,0.0172,0.000384,0.326,0.623,95.593,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
25FTMokYEbEWHEdss5JLZS,Teenage Dirtbag,4mYFgEjpQT4IKOrjOUKyXu,Wheatus,3xmKWmqJFoXS22tePO3mgd,241666,1999-02-15,74,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
